application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file
05843081,1977-10-17,Utility,"MILLER JR, GEORGE",2108,346,075000,1366,B0977001,Patented Case,1980-08-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4217594,1980-08-12,METHOD AND APPARATUS FOR DETERMINING THE VELOCITY OF A LIQUID STREAM OF DROPLETS,UNDISCOUNTED,false
05844548,1977-10-17,Utility,"LECHERT JR, STEPHEN J",2204,149,019400,1814,,Patented Case,1991-11-15,FILE REPOSITORY (FRANCONIA),2018-07-11,,,,,5067996,1991-11-26,PLASTIC BONDED EXPLOSIVES WHICH EXHIBIT MILD COOK-OFF AND BULLET IMPACT INSENSITIVE PROPERTIES,UNDISCOUNTED,false
05843197,1977-10-18,Utility,"CINTINS, IVARS C",1306,210,676000,1397,,Patented Case,1981-10-02,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4293423,1981-10-06,PROCESS AND APPARATUS FOR ION EXCHANGE BY USE OF THERMALLY REGENERABLE RESIN,UNDISCOUNTED,false
05843303,1977-10-18,Utility,"NOT, DEFINED",3505,297,411000,1429,Q6627,Patented Case,1982-12-29,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4365839,1982-12-28,CHAIR CONSTRUCTION WITH PROTECTIVE CUSHIONING FOR EXPOSED STRUCTURAL PROJECTIONS,UNDISCOUNTED,false
05843322,1977-10-18,Utility,"MCCAMISH, MARION E",1504,428,091000,1436,NONE,Patented Case,1984-03-16,FILE REPOSITORY (FRANCONIA),1997-04-28,,,,,4448831,1984-05-15,LEATHERLIKE FABRICS,UNDISCOUNTED,false
05843441,1977-10-19,Utility,"CROSLAND, DONNIE L",2604,340,066000,1468,X8811,Patented Case,1981-12-15,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4306218,1981-12-15,CONTROL DEVICE FOR AUTOMOBILE ELECTRIC EQUIPMENTS,UNDISCOUNTED,false
05843453,1977-10-19,Utility,"CHAMBERS, A MICHAEL",3401,251,063000,1471,,Patented Case,1981-03-20,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4275865,1981-06-30,FLUID CONTROL VALVES,UNDISCOUNTED,false
05842931,1977-10-19,Re-Issue,"NOT, DEFINED",3102,222,333000,1323,,Patented Case,1983-09-22,FILE REPOSITORY (FRANCONIA),2018-11-06,,,,,RE31445,1983-11-22,SUBMERGED PUMPING SYSTEM,UNDISCOUNTED,false
05843502,1977-10-19,Utility,"NOT, DEFINED",1306,210,247000,1490,EMS96CON,Patented Case,1981-07-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4289623,1981-09-15,HOLLOW FIBER DIALYSIS,UNDISCOUNTED,false
05843521,1977-10-19,Utility,"BRAUN, LESLIE ALLEN",3502,074,760000,1498,V,Patented Case,1982-08-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4328716,1982-05-11,MULTI-SPEED PLANETARY GEAR,UNDISCOUNTED,false
05843422,1977-10-19,Utility,"HAZEL, BLONDEL",1203,536,027000,1464,,Patented Case,1982-05-26,FILE REPOSITORY (FRANCONIA),2003-10-14,,,,,4321365,1982-03-23,"OLIGONUCLEOTIDES USEFUL AS ADAPTORS AND DNA CLONING ADAPTED DNA MOLECULES, AND METHODS OF PREPARING ADAPTORS AND ADAPTED MOLECULES",UNDISCOUNTED,false
05843549,1977-10-19,Utility,"NOT, DEFINED",3304,434,224000,1503,D-4471,Patented Case,1982-08-23,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4332568,1982-06-01,CABINET WITH ELECTRICAL APPARATUS FOR USE IN TEACHING,UNDISCOUNTED,false
05843594,1977-10-19,Utility,"NOT, DEFINED",3306,128,999999,1516,,Patented Case,1980-11-04,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4231367,1980-11-04,INFUSION CATHETER ASSEMBLY,UNDISCOUNTED,false
05841945,1977-10-13,Utility,"POLLARD, STEVEN M",2401,220,003920,1023,,Patented Case,1981-11-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4295575,1981-10-20,SURFACE RACEWAY BOX,UNDISCOUNTED,false
05843695,1977-10-19,Utility,"NOT, DEFINED",1106,570,128000,1559,,Patented Case,1981-12-30,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4296264,1981-10-20,ETHYNYLBENZENE COMPOUNDS AND DERIVATIVES THEREOF,UNDISCOUNTED,false
05843443,1977-10-20,Utility,"DERRINGTON, JAMES H",3303,433,037000,1469,KET-107,Patented Case,1980-10-14,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4227877,1980-10-14,ANATOMICAL INTRA-ORALLY MOLDABLE DENTAL IMPRESSION TRAY AND METHOD OF USING THE SAME,UNDISCOUNTED,false
05843573,1977-10-19,Utility,"NOT, DEFINED",2105,200,999999,1509,C1812ER,Patented Case,1981-01-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4268733,1981-05-19,LIQUID SF6 PUFFER TYPE CIRCUIT INTERRUPTER,UNDISCOUNTED,false
05843776,1977-10-20,Utility,"GOLDBERG, JEROME D",1205,424,257000,1584,,Patented Case,1982-01-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4309431,1982-01-05,METHOD OF INHIBITING GROWTH OF TUMOR CELLS,UNDISCOUNTED,false
05843277,1977-10-18,Utility,"NOT, DEFINED",1103,423,247000,1422,OP2347,Patented Case,1981-07-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4292288,1981-09-29,CATALYST FOR CO REMOVAL FROM FLUE GAS,UNDISCOUNTED,false
05844003,1977-10-20,Utility,"ROBINSON, DOUGLAS W",1205,424,250000,1641,C7106,Patented Case,1978-12-13,SUITLAND STORAGE DEPOT,2007-06-19,,,,,4263297,1981-04-21,3-LOWER ALKOXY-6-TRICHLOROMETHYLPYRIDAZINES AND THEIR USE AS FUNGICIDES,UNDISCOUNTED,false
05844048,1977-10-20,Utility,"GARNER, VIVIAN",1206,562,536000,1657,,Patented Case,1983-02-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4380663,1983-04-19,PROCESS FOR THE PREPARATION OF PRACTICALLY FORMIC ACID-FREE ACETIC ACID,UNDISCOUNTED,false
05844101,1977-10-20,Utility,"COHAN, ALAN",3401,137,999999,1672,NONE,Patented Case,1981-04-15,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4259976,1981-04-07,METHOD FOR THE RECOVERY AND TRANSPORT OF THE CHEMICAL AND ENERGY VALUE OF LIGHT HYDROCARBONS,UNDISCOUNTED,false
05844109,1977-10-20,Re-Issue,"NOT, DEFINED",2303,365,032000,1674,PHN5749A,Patented Case,1987-09-15,FILE REPOSITORY (FRANCONIA),2018-11-06,,,,,RE32545,1987-11-17,MAGNETIC DOMAIN LOGIC DEVICE,UNDISCOUNTED,false
05844151,1977-10-20,Utility,"BARTZ, CLIFFORD T",2307,364,900000,1686,KI977013,Patented Case,1981-03-27,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4271479,1981-06-02,DISPLAY TERMINAL WITH MODULARLY ATTACHABLE FEATURES,UNDISCOUNTED,false
05843186,1977-10-18,Utility,"NOT, DEFINED",1201,260,333000,1394,MO1363LE,Patented Case,1982-04-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4323501,1982-04-06,ESTERS OF PHOSPHOROUS ACID,UNDISCOUNTED,false
05844233,1977-10-21,Utility,"ANDERSON, GERALD A",3405,999,023000,1710,P4672,Patented Case,1980-06-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4207756,1980-06-17,TENSION SHOCK ABSORBER DEVICE,UNDISCOUNTED,false
05844310,1977-10-21,Utility,"ROBINSON, ELLIS P",1504,428,035000,1731,UWP1644,Patented Case,1982-04-21,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4309465,1982-01-05,PROCESS FOR MANUFACTURING THERMOPLASTIC COMPOSITIONS AND CONTAINERS MADE OF SUCH COMPOSITIONS,UNDISCOUNTED,false
05843054,1977-10-17,Utility,"NOT, DEFINED",3406,165,166000,1360,NONE,Patented Case,1982-12-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4374542,1983-02-22,UNDULATING PRISMOID MODULES,SMALL,false
05844343,1977-10-21,Utility,"WESTON, CALEB",1301,156,145000,1747,U2618,Patented Case,1989-04-13,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,4838967,1989-06-13,"METHOD OF MAKING A BABY,S BATH",UNDISCOUNTED,false
05844361,1977-10-21,Utility,"NOT, DEFINED",3201,029,999999,1754,S2811,Patented Case,1979-03-27,FILE REPOSITORY (FRANCONIA),1995-05-04,,,,,4145798,1979-03-27,FORGING RECESSED CONFIGURATIONS ON A BODY MEMBER,UNDISCOUNTED,false
05844439,1977-10-21,Utility,"SHEPPERD, JOHN W",2403,353,011000,1782,FCG-1,Patented Case,1983-08-11,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4408848,1983-10-11,APPARATUS FOR INDICATING A LINE AND FOR PRODUCING AND VISUALLY DISPLAYING AN IMAGE OF A LINE INDICATOR,SMALL,false
05844401,1977-10-21,Utility,"NOT, DEFINED",3504,052,002000,1770,,Patented Case,1981-06-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4283887,1981-08-18,"SOLAR HELIOSTAT ENCLOSURE, ENCLOSURE FOUNDATION AND INSTALLATION METHOD AND MACHINE THEREFOR",UNDISCOUNTED,false
05844472,1977-10-21,Utility,"TONE, DAVID",2105,430,117000,1798,K2500,Patented Case,1980-11-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4252882,1981-02-24,COPYING PROCESS,UNDISCOUNTED,false
05844530,1977-10-25,Utility,"NOT, DEFINED",2407,002,239000,1811,NONE,Patented Case,1981-06-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4282609,1981-08-11,APPEARANCE MODIFYING PANTY HOSE,UNDISCOUNTED,false
05844488,1977-10-21,Utility,"GOLDBERG, JEROME D",1205,424,195100,1802,NONE,Patented Case,1988-07-20,FILE REPOSITORY (FRANCONIA),2018-06-22,,,,,4772469,1988-09-20,"PRODUCTION OF LYMPHOID TISSUE EFFECTOR CELLS REACTIVE AGAINST CANCER CELLS BY MEANS OF MER, AND USE THEREOF IN CANCER THERAPY",UNDISCOUNTED,false
05844260,1977-10-21,Utility,"SOTOMAYOR, JOHN B",3662,342,017000,1716,6757-23900,Patented Case,2001-07-12,FILE REPOSITORY (FRANCONIA),2018-06-22,,,,,6268821,2001-07-31,MULTIPLE BAND SIDELOBE CANCELLER,UNDISCOUNTED,false
05844556,1977-10-25,Utility,"NOT, DEFINED",1103,423,235000,1818,,Patented Case,1982-04-20,FILE REPOSITORY (FRANCONIA),2003-10-14,,,,,4325924,1982-04-20,UREA REDUCTION OF NOX IN FUEL RICH COMBUSTION EFFLUENTS,UNDISCOUNTED,false
05844565,1977-10-25,Utility,"NOT, DEFINED",3105,999,999999,1820,,Patented Case,1980-08-10,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4253414,1981-03-03,METHOD AND APPARATUS FOR CLUTCH CONTROL IN THE OPERATION OF A SHIP S PROPULSION SYSTEM HAVING A DIESEL MOTOR,UNDISCOUNTED,false
05844632,1977-10-25,Utility,"SCHERBEL, DAVID A",3101,224,042420,1845,,Patented Case,1982-01-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4294384,1981-10-13,LIQUID DISPENSER HOLDER,UNDISCOUNTED,false
05591919,1977-10-25,Utility,"GARNER, VIVIAN",1204,560,232000,3213,,Patented Case,2013-04-24,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,5117046,1992-05-26,PREPARATION OF ALKYLIDENE DIETERS,UNDISCOUNTED,false
05844573,1977-10-25,Utility,"HUSAR, STEPHEN F",3406,060,497000,1823,,Patented Case,1986-05-14,FILE REPOSITORY (FRANCONIA),1997-09-22,,,,,4599858,1986-07-15,OCEAN WAVE ENERGY DEVICE,UNDISCOUNTED,false
05844703,1977-10-25,Design,"RADEMAKER, CHARLES A",2902,999,106000,1863,,Patented Case,1980-11-25,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D258601,1981-03-17,PUZZLE,UNDISCOUNTED,false
05844722,1977-10-25,Utility,"NOT, DEFINED",2405,277,030000,1868,NONE,Patented Case,1982-07-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4337952,1982-07-06,HERMETIC SEALING APPARATUS FOR A ROTATING SHAFT,UNDISCOUNTED,false
05844778,1977-10-25,Utility,"SPITZER, ROBERT H",1306,422,282000,1882,,Patented Case,1980-12-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4260587,1981-04-07,PRESSURE COMPENSATED POTABLE WATER CHLORINATOR,UNDISCOUNTED,false
05844832,1977-10-25,Utility,"NOT, DEFINED",1206,071,092000,1895,T5332,Patented Case,1981-02-05,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4261729,1981-04-14,HERBICIDAL COMPOSITIONS AND PYRAZOLE DERIVATIVES,UNDISCOUNTED,false
05844856,1977-10-25,Utility,"NAFF, DAVID M",1302,435,180000,1903,Q6782NGB,Patented Case,1981-02-20,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4273873,1981-06-16,PREPARATION OF ANTITHROMBOGENIC POLYMERIC MATERIAL,UNDISCOUNTED,false
05844867,1977-10-25,Utility,"NOT, DEFINED",3401,251,309000,1907,NONE,Patented Case,1983-06-09,FILE REPOSITORY (FRANCONIA),1997-04-21,,,,,4397446,1983-08-09,INTEGRAL SEAL,UNDISCOUNTED,false
05844847,1977-10-25,Utility,"LANGEL, WAYNE A",1103,423,189000,1900,,Patented Case,1981-06-10,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4291002,1981-09-22,PROCESS FOR PRODUCING SODIUM CARBONATE FROM COMPLEX BRINES,UNDISCOUNTED,false
05844147,1977-10-21,Utility,"NOT, DEFINED",3303,056,330000,1683,FF1098,Patented Case,1981-01-05,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4255922,1981-03-17,APPARATUS FOR USE IN DRYING AND HARVESTING VINE BORNE CROPS AND PERFORMING OTHER WORK OPERATIONS,UNDISCOUNTED,false
05845103,1977-10-25,Utility,"SHOAP, ALLAN N",2401,220,00210A,1979,TP7773,Patented Case,1982-06-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4332329,1982-06-01,IMPLOSION COATINGS,UNDISCOUNTED,false
05845122,1977-10-25,Utility,"MILES, TIM",1305,261,150000,1986,Y1350,Patented Case,1983-02-16,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4361524,1982-11-30,COOLING TOWER WITH PLUME PREVENTION SYSTEM,UNDISCOUNTED,false
05845081,1977-10-25,Utility,"JAWORSKI, FRANCIS J",3305,128,680000,1969,,Patented Case,1982-05-24,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4313445,1982-02-02,ELECTRONIC SPHYGMOMANOMETER,UNDISCOUNTED,false
05845097,1977-10-25,Utility,"NOT, DEFINED",2401,206,509000,1976,,Patented Case,1983-04-07,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4386701,1983-06-07,TIGHT HEAD PAIL CONSTRUCTION,UNDISCOUNTED,false
05844765,1977-10-25,Utility,"RUGGIERO, JOSEPH F",2306,364,602000,1875,,Patented Case,1985-04-11,FILE REPOSITORY (FRANCONIA),2016-09-29,,,,,4523290,1985-06-11,DATA PROCESSOR ARCHITECTURE,SMALL,false
05845010,1977-10-25,Utility,"FRIEDMAN, CARL D",3504,052,281000,1943,NONE,Patented Case,1983-03-04,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4364212,1982-12-21,FIRE-RESISTANT METAL STUD,UNDISCOUNTED,false
05843834,1977-10-20,Utility,"BAREFOOT, GALEN L",3105,244,158000,1596,,Patented Case,1982-03-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4305555,1981-12-15,SOLAR ENERGY SYSTEM,UNDISCOUNTED,false
05845342,1977-10-25,Utility,"MEISTER, JAMES M",3204,999,999999,2053,RADIAN20,Patented Case,1981-03-27,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4270241,1981-06-02,PROCESS FOR SLAUGHTERING OF ANIMALS BY BLEEDING,UNDISCOUNTED,false
05845313,1977-10-25,Utility,"JONES, LARRY",3405,074,999999,2048,NONE,Patented Case,1983-01-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4368651,1983-01-18,MULTISTAGE AUTOMATIC PLANETARY TRANSMISSION GEARING,UNDISCOUNTED,false
05845295,1977-10-25,Utility,"THALER, MICHAEL H",3305,128,325000,2040,,Patented Case,1982-10-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4340061,1982-07-20,ANEURYSM CLIP,UNDISCOUNTED,false
05845311,1977-10-25,Utility,"OBERLEY, ALVIN E",2609,303,093000,2046,,Patented Case,1991-04-17,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,5024491,1991-06-18,AUTOMATIC AIRCRAFT BRAKING SYSTEM INCLUDING WHEELSPEED RESPONSIVE CONTROL APPARATUS,UNDISCOUNTED,false
05845453,1977-10-25,Utility,"YUEN, HENRY C",3404,432,059000,2086,NONE,Patented Case,1982-02-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4315736,1982-02-16,PIVOTAL SWING-OUT FUSER ASSEMBLY FOR COPYING APPARATUS,UNDISCOUNTED,false
05845455,1977-10-25,Design,"BULLOCK, BARBARA J",2901,D15,130000,2088,MOS27846,Patented Case,1982-05-05,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D265319,1982-07-06,COMBINED LATHE AND SWARF COVER THEREFOR,UNDISCOUNTED,false
05835906,1977-10-26,Utility,"NOT, DEFINED",3307,401,068000,8204,,Patented Case,1983-08-26,FILE REPOSITORY (FRANCONIA),2001-05-31,,,,,4363560,1982-12-14,"PROPEL,REPEL SOLID STICK DISPENSER",UNDISCOUNTED,false
05845505,1977-10-25,Utility,"NOT, DEFINED",2401,220,022000,2105,RP8310M2,Patented Case,1982-09-21,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4346813,1982-08-31,CLOSURED AND DIVIDED BOX,UNDISCOUNTED,false
05845459,1977-10-25,Utility,"FOCARINO, MARGARET ANN",3405,165,012000,2091,,Patented Case,1981-12-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4293027,1981-10-06,CONTROL SYSTEM FOR HEATING AND COOLING UNITS,UNDISCOUNTED,false
05843738,1977-10-19,Utility,"NOT, DEFINED",1305,209,22300A,1573,P771319,Patented Case,1982-05-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4315816,1982-02-16,HIGH INTENSITY MAGNETIC FIELD DRUM SEPARATOR,UNDISCOUNTED,false
05845424,1977-10-25,Utility,"BENTLEY, STEPHEN",2201,060,224000,2077,D1433,Patented Case,1985-05-09,FILE REPOSITORY (FRANCONIA),2018-11-15,,,,,4527390,1985-07-09,LOW LOSS DUCT BURNER,UNDISCOUNTED,false
05845497,1977-10-26,Utility,"NOT, DEFINED",2103,428,292000,2101,,Patented Case,1983-02-10,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4353957,1982-10-12,CERAMIC MATRICIS FOR ELECTRONIC DEVICES AND PROCESS FOR FORMING SAME,UNDISCOUNTED,false
05845526,1977-10-26,Utility,"HESS, BRUCE H",1504,428,035000,2113,FP111,Patented Case,1981-03-04,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4276330,1981-06-30,TRILAMINATE FILM FOR FORMING SIDEWELD BAGS,UNDISCOUNTED,false
05845619,1977-10-26,Utility,"NOT, DEFINED",3303,433,006000,2144,P7370774,Patented Case,1985-01-16,FILE REPOSITORY (FRANCONIA),1997-07-22,,,,,4505673,1985-03-19,ORTHODONTIC TREATING DEVICE AND METHOD OF MANUFACTURING SAME,UNDISCOUNTED,false
05845628,1977-10-26,Utility,"WILSON, JOHN J",3303,433,225000,2147,NONE,Patented Case,1982-10-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4337043,1982-06-29,DENTAL ANCHOR,UNDISCOUNTED,false
05845705,1977-10-26,Utility,"NOT, DEFINED",3504,160,352000,2174,NONE,Patented Case,1983-02-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4360053,1982-11-23,GLASS FIREPLACE SCREEN,UNDISCOUNTED,false
05845772,1977-10-26,Utility,"ORSINO JR, JOSEPH",2603,999,999999,2192,,Patented Case,1982-01-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4308620,1981-12-29,SYSTEM FOR MAINTAINING PHASE COINCIDENCE BETWEEN A CARRIER WAVE AND SIDEBANDS PRODUCED BY A TRANSMITTER,UNDISCOUNTED,false
05845649,1977-10-26,Utility,"SPEAR JR, FRANK",1306,210,651000,2153,L978J,Patented Case,1982-03-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4303530,1981-12-01,BLOOD FILTER,UNDISCOUNTED,false
05845223,1977-10-25,Utility,"HECKER, STUART N",2303,358,112000,2014,ADR-08,Patented Case,1981-06-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4285010,1981-08-18,ULTRASONIC INTERROGATING SYSTEM AND EXCITER-DETECTOR CIRCUIT THEREFOR,UNDISCOUNTED,false
05845958,1977-10-27,Utility,"NOT, DEFINED",1201,424,267000,2251,LA-6,Patented Case,1983-03-07,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4367232,1983-01-04,PIPERIDINE DERIVATIVES,UNDISCOUNTED,false
05846015,1977-10-27,Utility,"MEROS, EDWARD",1103,423,329000,2267,,Patented Case,1982-03-19,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4303629,1981-12-01,CRYSTALLINE ZEOLITE POWDER OF TYPE A (I),UNDISCOUNTED,false
05846013,1977-10-27,Utility,"MEROS, EDWARD",1103,423,329000,2265,,Patented Case,1982-03-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4303627,1981-12-01,CRYSTALLINE ZEOLITE POWDER OF TYPE A (VI),UNDISCOUNTED,false
05846014,1977-10-27,Utility,"MEROS, EDWARD",1103,423,329000,2266,,Patented Case,1982-03-19,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4303628,1981-12-01,CRYSTALLINE ZEOLITE POWDER OF TYPE A (IV),UNDISCOUNTED,false
05846033,1977-10-27,Utility,"NOZICK, BERNARD",1305,423,659000,2273,P104,Patented Case,1983-02-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4358433,1982-11-09,HETEROGENEOUS REACTOR AND PROCESS,UNDISCOUNTED,false
05845027,1977-10-25,Utility,"SCHWARTZ, RICHARD A",1201,424,250000,1949,B411,Patented Case,1980-07-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4213983,1980-07-22,PHARMACEUTICALLY ACTIVE COMPOUNDS,UNDISCOUNTED,false
05846168,1977-10-27,Utility,"NOT, DEFINED",3405,074,572000,2313,P-2613,Patented Case,1981-06-09,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4283966,1981-08-18,OMNIBUS HAVING A FLYWHEEL ENERGY ACCUMULATOR,UNDISCOUNTED,false
05846269,1977-10-27,Design,"WORD, ARTHUR H",2901,425,077000,2345,NONE,Patented Case,1981-01-31,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D259443,1981-06-02,WALL PANEL JOINTURE POST,UNDISCOUNTED,false
05846211,1977-10-27,Utility,"PASCHALL, MARK H",2103,219,999999,2321,,Patented Case,1980-12-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4262186,1981-04-14,"LASER CHEM-MILLING METHOD, APPARATUS AND STRUCTURE RESULTING THEREFROM",UNDISCOUNTED,false
05844933,1977-10-25,Utility,"DOLINAR, ANDREW M",3402,123,502000,1924,R3528,Patented Case,1981-04-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4273090,1981-06-16,FUEL INJECTION PUMP,UNDISCOUNTED,false
05846254,1977-10-27,Utility,"NOT, DEFINED",3505,070,422000,2343,D/14534,Patented Case,1981-11-24,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4301668,1981-11-24,VEHICLE LOCK ARRANGEMENT,UNDISCOUNTED,false
05844833,1977-10-25,Utility,"MARTIN, DAVID S",2837,424,180100,1896,,Patented Case,2004-07-30,FILE REPOSITORY (FRANCONIA),2016-09-07,,,,,4141973,1979-02-27,"ULTRAPURE HYALURONIC ACID, PROCESS FOR ITS PREPARATION AND THE USE THEREOF",UNDISCOUNTED,false
05844775,1977-10-25,Design,"NOT, DEFINED",2902,D09,390000,1880,NONE,Patented Case,1982-03-30,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D264685,1982-06-01,BOTTLE,UNDISCOUNTED,false
05846287,1977-10-28,Utility,"GERSTL, ROBERT",1206,546,052000,2350,,Patented Case,1980-07-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4210757,1980-07-01,NEW DISPERSE DYESTUFFS,UNDISCOUNTED,false
05849381,1977-10-27,Utility,"JORDAN, CHARLES T",2201,114,020100,3305,,Patented Case,1990-12-12,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,4991530,1991-02-12,FIN APPARATUS FOR CONTROLLING HEAT FLUX DISTRIBUTIONS,UNDISCOUNTED,false
05846358,1977-10-28,Re-Issue,"YUSKO, DONALD",2604,340,152000,2382,NONE,Patented Case,1982-03-16,FILE REPOSITORY (FRANCONIA),2018-11-06,,,,,RE30821,1981-12-08,CUSTOMER SERVICE UNIT,UNDISCOUNTED,false
05844175,1977-10-21,Utility,"BROWN, JOHNNIE",1203,424,180000,1694,NONE,Patented Case,1984-07-11,SUITLAND STORAGE DEPOT,2007-06-19,,,,,4470975,1984-09-11,METHOD AND COMPOSITION FOR THE ELIMINATION OF WATER FROM AN ANIMAL BODY,UNDISCOUNTED,false
05846533,1977-10-28,Utility,"GODICI, NICHOLAS P",3203,043,043160,2425,TTI3772,Patented Case,1980-07-29,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4214398,1980-07-29,FISHHOOK,UNDISCOUNTED,false
05846547,1977-10-28,Utility,"WEAVER, ROSS",3106,414,607000,2429,K2941,Patented Case,1982-10-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4340333,1982-07-20,CONCRETE PIPE HANDLING APPARATUS,UNDISCOUNTED,false
05846573,1977-10-28,Utility,"WAYNER, WILLIAM E",3404,062,140000,2437,NONE,Patented Case,1986-04-09,FILE REPOSITORY (FRANCONIA),1997-09-19,,,,,4593533,1986-06-10,METHOD AND APPARATUS FOR DETECTING AND CONTROLLING THE FORMATION OF ICE OR FROST,SMALL,false
05845831,1977-10-31,Utility,"SOTELO, JESUS D",3105,114,265000,2215,B3373,Patented Case,1981-05-21,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4281615,1981-08-04,SELF-PROPELLED SEMI-SUBMERSIBLE SERVICE VESSEL,UNDISCOUNTED,false
05845984,1977-10-27,Utility,"SOTOMAYOR, JOHN B",3646,342,016000,2257,,Patented Case,2014-05-28,ELECTRONIC,,,,,,8754801,2014-06-17,ANTI-JAM APPARATUS FOR BASEBAND RADAR SYSTEMS,UNDISCOUNTED,false
